id,num_events,total_count,tx_fatal,tx_event,time,students,took_damage,Q5_2_aUsedForBefore4,QII_1Province,elementary,high_school,pct_walking_before,pct_walking_now,school_levels
3398,42,434,1,1,pre,260,1,NA,1,1,0,0.38461538461538464,0.36764705882352944,1
4003,5,45,1,1,pre,261,1,NA,28,1,0,0.07662835249042145,0.06557377049180328,1
4983,0,0,0,0,pre,271,0,NA,23,1,0,0.33210332103321033,0.31141868512110726,1
4258,0,0,0,0,pre,276,1,NA,25,1,0,0.2898550724637681,0.2857142857142857,1
3988,5,45,1,1,pre,279,1,NA,28,1,0,0.25089605734767023,0.19718309859154928,1
3552,0,0,0,0,pre,282,1,NA,1,1,0,0.33687943262411346,0.3392857142857143,1
1268,9,13,1,1,pre,286,1,NA,15,1,0,0.34965034965034963,0.3333333333333333,1
3880,11,0,0,1,pre,298,1,Armed Groups,6,1,0,0.3187919463087248,0.3667953667953668,1
3604,0,0,0,0,pre,300,1,NA,1,1,0,0.23333333333333334,0.19498607242339833,1
3614,0,0,0,0,pre,300,1,NA,1,1,0,0.25,0.2912621359223301,1
3916,11,0,0,1,pre,308,0,NA,6,1,0,0.2435064935064935,0.2516778523489933,1
3894,11,0,0,1,pre,309,0,NA,6,1,0,0.2750809061488673,0.27070063694267515,1
3511,0,0,0,0,pre,310,1,NA,1,1,0,0.3225806451612903,0.29239766081871343,1
4385,0,0,0,0,pre,318,0,NA,25,1,0,0.031446540880503145,0.018083182640144666,1
3524,0,0,0,0,pre,320,0,NA,1,1,0,0.1875,0.18181818181818182,1
4080,0,0,0,0,pre,324,1,NA,25,1,0,0.2623456790123457,0.2623456790123457,1
4480,0,0,0,0,pre,325,0,NA,29,1,0,0.3076923076923077,0.3076923076923077,1
4090,0,0,0,0,pre,332,0,NA,25,1,0,0.24096385542168675,0.1941747572815534,1
